CODCLI,CODART,Cliente,Pais,Comunidad autÃ³noma,Provincia,Zona,ArtÃ­culo,Serie,Nfactura,Fecha,Unidades,Precio,Costo,status,name_complete
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,653,42561,14,"299,99","299,99",Returned,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,654,42561,12,"599,99","599,99",Delivered,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,655,42561,9,"47,99","47,99",Pending,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,656,42561,14,"70,12","70,12",Delivered,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,657,42561,15,"54,23","54,23",Pending,Luisa Margarita Ramírez
9,2,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta mountain infantil,S1,658,42563,16,"123,49","123,49",Delivered,Jorge Alberto Vargas
9,4,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta carrera mod. A,S1,659,42563,16,"284,99","284,99",Delivered,Jorge Alberto Vargas
9,7,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Mountain bike,S1,660,42563,4,"56,99","56,99",Returned,Jorge Alberto Vargas
9,8,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta paseo,S1,661,42563,3,"170,99","170,99",Pending,Jorge Alberto Vargas
9,10,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Monociclo,S1,662,42563,20,"227,99","227,99",Returned,Jorge Alberto Vargas
9,3,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta dual,S1,663,42563,20,"332,49","332,49",Confirmed,Jorge Alberto Vargas
9,9,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta tres asientos,S1,664,42563,20,"427,49","427,49",Confirmed,Jorge Alberto Vargas
17,1,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera,S1,665,42574,14,"581,64","581,64",Shipped,Oscar David Salinas
17,4,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera mod. A,S1,666,42574,15,"284,99","284,99",Pending,Oscar David Salinas
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,667,42587,5,"551,02","451,84",Shipped,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,668,42587,11,100,100,Delivered,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,669,42587,5,"269,99","210,59",Confirmed,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,670,42587,5,"494,99","386,09",Returned,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,671,42587,5,"44,99","38,24",Pending,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,672,42587,11,"53,99","45,35",Delivered,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,673,42587,5,"161,99","137,69",Delivered,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,674,42587,11,"539,99","415,79",Returned,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,675,42587,20,"215,99","183,59",Returned,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,676,42587,20,"42,8","36,38",Shipped,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,677,42587,20,"43,19","36,71",Delivered,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,678,42587,20,"63,11","53,64",Delivered,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,679,42587,20,"48,81","41,49",Pending,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S1,680,42587,20,"314,99","267,74",Confirmed,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,681,42587,20,"404,99","344,24",Returned,Juan Carlos González
5,1,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera,S1,682,42590,7,"581,64","442,05",Returned,Carlos Eduardo Pérez
5,2,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta mountain infantil,S1,683,42590,7,"123,49","104,97",Returned,Carlos Eduardo Pérez
5,4,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera mod. A,S1,684,42590,9,"284,99","227,99",Delivered,Carlos Eduardo Pérez
5,7,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Mountain bike,S1,685,42590,7,"56,99","48,44",Shipped,Carlos Eduardo Pérez
5,11,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera modelo C,S1,686,42590,7,"569,99","455,99",Pending,Carlos Eduardo Pérez
5,10,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Monociclo,S1,687,42590,5,"227,99","193,79",Returned,Carlos Eduardo Pérez
5,13,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Casco bicicleta,S1,688,42590,23,"45,59","38,3",Pending,Carlos Eduardo Pérez
5,15,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Gafas,S1,689,42590,47,"51,52","43,28",Pending,Carlos Eduardo Pérez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,690,42592,4,"612,25","612,25",Shipped,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,691,42592,8,"299,99","299,99",Confirmed,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,692,42592,7,"599,99","599,99",Returned,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,693,42592,5,"47,99","47,99",Shipped,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,694,42592,8,"70,12","70,12",Returned,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,695,42592,8,"54,23","54,23",Shipped,Luisa Margarita Ramírez
14,2,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta mountain infantil,S1,696,42602,5,"129,99","129,99",Returned,Adriana Isabel Jiménez
14,4,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta carrera mod. A,S1,697,42602,8,"299,99","299,99",Delivered,Adriana Isabel Jiménez
14,5,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta carrera mod. B,S1,698,42602,7,"549,99","549,99",Returned,Adriana Isabel Jiménez
14,8,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta paseo,S1,699,42602,20,"179,99","179,99",Returned,Adriana Isabel Jiménez
14,13,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Casco bicicleta,S1,700,42602,29,"47,99","47,99",Delivered,Adriana Isabel Jiménez
14,14,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,EmpuÃ±adura,S1,701,42602,11,"70,12","70,12",Returned,Adriana Isabel Jiménez
16,1,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta carrera,S1,702,42603,8,"551,02","418,78",Shipped,Valeria Beatriz Herrera
16,2,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta mountain infantil,S1,703,42603,6,"116,99","99,44",Delivered,Valeria Beatriz Herrera
16,8,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta paseo,S1,704,42603,7,"161,99","137,69",Confirmed,Valeria Beatriz Herrera
16,12,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Asiento para bicicleta velocidad,S1,705,42603,11,"42,8","35,95",Pending,Valeria Beatriz Herrera
16,15,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Gafas,S1,706,42603,23,"48,81",41,Returned,Valeria Beatriz Herrera
17,1,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera,S1,707,42605,8,"581,64","581,64",Pending,Oscar David Salinas
17,4,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera mod. A,S1,708,42605,8,"284,99","284,99",Confirmed,Oscar David Salinas
20,1,"DEPORTES DE RUEDAS, S.L.",NICARAGUA,RIVAS,RIVAS,Centro,Bicicleta carrera,S1,709,42608,5,"551,02","418,78",Delivered,Claudia Josefina Torres
20,8,"DEPORTES DE RUEDAS, S.L.",NICARAGUA,RIVAS,RIVAS,Centro,Bicicleta paseo,S1,710,42608,20,"161,99","137,69",Returned,Claudia Josefina Torres
20,12,"DEPORTES DE RUEDAS, S.L.",NICARAGUA,RIVAS,RIVAS,Centro,Asiento para bicicleta velocidad,S1,711,42608,11,"42,8","35,95",Pending,Claudia Josefina Torres
20,13,"DEPORTES DE RUEDAS, S.L.",NICARAGUA,RIVAS,RIVAS,Centro,Casco bicicleta,S1,712,42608,29,"43,19","36,28",Confirmed,Claudia Josefina Torres
20,9,"DEPORTES DE RUEDAS, S.L.",NICARAGUA,RIVAS,RIVAS,Centro,Bicicleta tres asientos,S1,713,42608,20,"404,99","344,24",Delivered,Claudia Josefina Torres
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,714,42618,12,"551,02","446,33",Returned,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,715,42618,24,100,100,Shipped,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,716,42618,12,"269,99","207,89",Delivered,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,717,42618,12,"494,99","381,14",Delivered,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,718,42618,12,"44,99","37,79",Shipped,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,719,42618,24,"53,99","45,35",Delivered,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,720,42618,12,"161,99","136,07",Pending,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,721,42618,24,"539,99","415,79",Pending,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,722,42618,2,"215,99","183,59",Returned,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,723,42618,2,"42,8","36,38",Returned,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,724,42618,2,"43,19","36,71",Returned,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,725,42618,2,"63,11","53,65",Delivered,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,726,42618,2,"48,81","41,49",Delivered,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S1,727,42618,2,"314,99","267,74",Delivered,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,728,42618,2,"404,99","344,24",Confirmed,Juan Carlos González
3,1,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera,S1,729,42618,6,"551,02","418,78",Returned,José Manuel Rodríguez
3,2,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta mountain infantil,S1,730,42618,16,"116,99","98,27",Delivered,José Manuel Rodríguez
3,5,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera mod. B,S1,731,42618,16,"494,99","391,04",Delivered,José Manuel Rodríguez
3,7,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Mountain bike,S1,732,42618,16,"53,99","45,35",Confirmed,José Manuel Rodríguez
3,11,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera modelo C,S1,733,42618,16,"539,99","426,59",Pending,José Manuel Rodríguez
3,10,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Monociclo,S1,734,42618,4,"215,99","183,59",Returned,José Manuel Rodríguez
3,12,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Asiento para bicicleta velocidad,S1,735,42618,6,"42,8","36,38",Delivered,José Manuel Rodríguez
3,13,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Casco bicicleta,S1,736,42618,24,"43,19","36,28",Delivered,José Manuel Rodríguez
3,15,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Gafas,S1,737,42618,24,"48,81",41,Delivered,José Manuel Rodríguez
3,9,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta tres asientos,S1,738,42618,4,"404,99","344,24",Shipped,José Manuel Rodríguez
4,1,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,739,42620,10,"581,64","581,64",Shipped,Ana Patricia Martínez
4,2,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,740,42620,7,"123,49","123,49",Returned,Ana Patricia Martínez
4,4,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,741,42620,10,"284,99","284,99",Returned,Ana Patricia Martínez
4,6,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,742,42620,16,"47,49","47,49",Delivered,Ana Patricia Martínez
4,7,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,743,42620,14,"56,99","56,99",Delivered,Ana Patricia Martínez
4,10,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,744,42620,12,"227,99","227,99",Pending,Ana Patricia Martínez
4,12,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,745,42620,12,"45,18","45,18",Confirmed,Ana Patricia Martínez
4,14,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,746,42620,24,"66,61","66,61",Pending,Ana Patricia Martínez
4,9,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S1,747,42620,12,"427,49","427,49",Returned,Ana Patricia Martínez
5,1,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera,S1,748,42621,15,"581,64","436,23",Returned,Carlos Eduardo Pérez
5,2,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta mountain infantil,S1,749,42621,14,"123,49","103,73",Delivered,Carlos Eduardo Pérez
5,4,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera mod. A,S1,750,42621,19,"284,99","225,14",Shipped,Carlos Eduardo Pérez
5,7,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Mountain bike,S1,751,42621,14,"56,99","47,87",Pending,Carlos Eduardo Pérez
5,11,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera modelo C,S1,752,42621,14,"569,99","450,29",Delivered,Carlos Eduardo Pérez
5,10,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Monociclo,S1,753,42621,12,"227,99","191,51",Delivered,Carlos Eduardo Pérez
5,13,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Casco bicicleta,S1,754,42621,48,"45,59","38,3",Shipped,Carlos Eduardo Pérez
5,15,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Gafas,S1,755,42621,96,"51,52","43,28",Pending,Carlos Eduardo Pérez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,756,42623,9,"612,25","612,25",Delivered,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,757,42623,16,"299,99","299,99",Confirmed,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,758,42623,14,"599,99","599,99",Shipped,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,759,42623,10,"47,99","47,99",Returned,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,760,42623,16,"70,12","70,12",Delivered,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,761,42623,18,"54,23","54,23",Delivered,Luisa Margarita Ramírez
8,1,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta carrera,S1,762,42625,14,"612,25","612,25",Confirmed,Rosa Elena Fernández
8,2,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta mountain infantil,S1,763,42625,15,"129,99","129,99",Pending,Rosa Elena Fernández
8,6,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta infantil,S1,764,42625,10,"49,99","49,99",Delivered,Rosa Elena Fernández
8,11,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Bicicleta carrera modelo C,S1,765,42625,3,"599,99","599,99",Shipped,Rosa Elena Fernández
8,12,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Asiento para bicicleta velocidad,S1,766,42625,24,"47,56","47,56",Shipped,Rosa Elena Fernández
8,13,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Casco bicicleta,S1,767,42625,24,"47,99","47,99",Pending,Rosa Elena Fernández
8,14,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,EmpuÃ±adura,S1,768,42625,24,"70,12","70,12",Shipped,Rosa Elena Fernández
8,15,CARLA VANESA MADRIZ ARGUELLO,NICARAGUA,JINOTEGA,JINOTEGA,Oeste,Gafas,S1,769,42625,36,"54,23","54,23",Confirmed,Rosa Elena Fernández
16,1,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta carrera,S1,770,42634,16,"551,02","413,27",Confirmed,Valeria Beatriz Herrera
16,2,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta mountain infantil,S1,771,42634,13,"116,99","98,27",Delivered,Valeria Beatriz Herrera
16,8,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Bicicleta paseo,S1,772,42634,14,"161,99","136,07",Confirmed,Valeria Beatriz Herrera
16,10,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Monociclo,S1,773,42634,20,"215,99","183,59",Pending,Valeria Beatriz Herrera
16,12,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Asiento para bicicleta velocidad,S1,774,42634,24,"42,8","35,95",Shipped,Valeria Beatriz Herrera
16,15,"DEPORTES DE MASAYA, S.L.",NICARAGUA,MASAYA,MASAYA,Este,Gafas,S1,775,42634,48,"48,81",41,Returned,Valeria Beatriz Herrera
18,1,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta carrera,S1,776,42638,14,"581,64","436,23",Delivered,Margarita Susana Rivas
18,2,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta mountain infantil,S1,777,42638,13,"123,49","103,73",Pending,Margarita Susana Rivas
18,8,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta paseo,S1,778,42638,20,"170,99","145,34",Shipped,Margarita Susana Rivas
18,12,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Asiento para bicicleta velocidad,S1,779,42638,36,"45,18","37,95",Delivered,Margarita Susana Rivas
18,9,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta tres asientos,S1,780,42638,20,"427,49","363,37",Delivered,Margarita Susana Rivas
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S1,781,42648,15,"551,02","446,33",Pending,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S1,782,42648,30,100,100,Delivered,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S1,783,42648,15,"269,99","207,89",Pending,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S1,784,42648,15,"494,99","381,14",Pending,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S1,785,42648,15,"44,99","37,79",Confirmed,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S1,786,42648,30,"53,99","45,35",Confirmed,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S1,787,42648,15,"161,99","136,07",Returned,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S1,788,42648,30,"539,99","415,79",Shipped,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S1,789,42648,3,"215,99","183,59",Pending,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S1,790,42648,3,"42,8","36,38",Returned,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S1,791,42648,3,"43,19","36,71",Confirmed,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S1,792,42648,3,"63,11","53,64",Pending,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S1,793,42648,3,"48,81","41,49",Shipped,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S1,794,42648,3,"314,99","267,74",Delivered,Juan Carlos González
